#sgRNA,Time,Rep1,Rep1,Avg1,Avg,SD,Condition,Strain,Other Name,sgRNA,ss,,sgRNA_#,Gene,Product,Locus Tag,EG,K56-2_Locus_Tag,Stock,Stock2,Leg,Leg2,Legend,Pathway,COG,COD ID
,14.5,0.083,0.083,0.083,0.083,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,15,0.101,0.101,0.101,0.101,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,15.5,0.121,0.121,0.121,0.121,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,16,0.145,0.145,0.145,0.145,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,16.5,0.174,0.174,0.174,0.174,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,17,0.207,0.207,0.207,0.207,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,17.5,0.247,0.247,0.247,0.247,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,18,0.294,0.294,0.294,0.294,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,18.5,0.348,0.348,0.348,0.348,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,19,0.409,0.409,0.409,0.409,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,19.5,0.477,0.477,0.477,0.477,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,0,0.009,0.009,0.01995,0.01995,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,1,0.009,0.009,0.00875,0.00875,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,2,0.01325,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,3,0.02025,0.008,0.02075,0.02075,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,4,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,6,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,6.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,7,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,7.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,8,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,8.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,9,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,9.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,10,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,10.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,11,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,11.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,12,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,12.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,13,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,13.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,14,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,14.5,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,15,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,15.5,0.01,0.01,0.01,0.01,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,16,0.01,0.01,0.01,0.01,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,16.5,0.011,0.011,0.011,0.011,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,17,0.012,0.012,0.012,0.012,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,17.5,0.014,0.014,0.014,0.014,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,18,0.016,0.016,0.016,0.016,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,18.5,0.019,0.019,0.019,0.019,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,19,0.024,0.024,0.024,0.024,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,19.5,0.03,0.03,0.03,0.03,0,(+) Rhamnose,,0,2015,CRISPRi Mutants,_,2015_0,WQ49_RS28650,iscA,0,WQ49_RS28650,K562_RS07625,1031,1031,(,),2015(1031),Others,S,COG0316
,0,0.009,0.009,0.01995,0.01995,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,1,0.008,0.008,0.00875,0.00875,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,2,0.01325,0.008,0.008,0.008,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,3,0.02025,0.008,0.02075,0.02075,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,4,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,5,0.01,0.01,0.01,0.01,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,6,0.012,0.012,0.012,0.012,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,6.5,0.014,0.014,0.014,0.014,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,7,0.016,0.016,0.016,0.016,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,7.5,0.02,0.02,0.02,0.02,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,8,0.024,0.024,0.024,0.024,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,8.5,0.031,0.031,0.031,0.031,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,9,0.04,0.04,0.04,0.04,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,9.5,0.053,0.053,0.053,0.053,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,10,0.072,0.072,0.072,0.072,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,10.5,0.097,0.097,0.097,0.097,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,11,0.13,0.13,0.13,0.13,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,11.5,0.176,0.176,0.176,0.176,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,12,0.235,0.235,0.235,0.235,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,12.5,0.308,0.308,0.308,0.308,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,13,0.4,0.4,0.4,0.4,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,13.5,0.503,0.503,0.503,0.503,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,14,0.598,0.598,0.598,0.598,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,14.5,0.676,0.676,0.676,0.676,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,15,0.749,0.749,0.749,0.749,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,15.5,0.814,0.814,0.814,0.814,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,16,0.871,0.871,0.871,0.871,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,16.5,0.922,0.922,0.922,0.922,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,17,0.966,0.966,0.966,0.966,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,17.5,1.002,1.002,1.002,1.002,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,18,1.027,1.027,1.027,1.027,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,18.5,1.043,1.043,1.043,1.043,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,19,1.054,1.054,1.054,1.054,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,19.5,1.065,1.065,1.065,1.065,0,(+) Rhamnose,,0,2016,CRISPRi Mutants,_,2016_0,WQ49_RS28680,lysine--tRNA ligase,0,WQ49_RS28680,K562_RS07655,1032,1032,(,),2016(1032),Aminoacyl-tRNA biosynthesis,J,COG1190
,0,0.01,0.01,0.01995,0.01995,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,1,0.008,0.008,0.00875,0.00875,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,2,0.01325,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,3,0.02025,0.008,0.02075,0.02075,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,4,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,6,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,6.5,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,7,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,7.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,8,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,8.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,9,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,9.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,10,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,10.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,11,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,11.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,12,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,12.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,13,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,13.5,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,14,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,14.5,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,15,0.01,0.01,0.01,0.01,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,15.5,0.01,0.01,0.01,0.01,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,16,0.011,0.011,0.011,0.011,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
,16.5,0.012,0.012,0.012,0.012,0,(+) Rhamnose,,0,2017,CRISPRi Mutants,_,2017_0,WQ49_RS28710,ABC transporter ATP-binding protein,0,WQ49_RS28710,K562_RS07680,1033,1033,(,),2017(1033),ABC transporters,V,COG1136
