OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
453433	197295276	BCAS0432	499311	500021	-	236	COG1285S	putative MgtC family protein
453434	197295277	BCAS0433	500515	500799	+	94	-	putative DNA-binding protein
453434	197295278	BCAS0434	500789	502093	+	434	COG3550R	HipA-like protein
453435	197295281	BCAS0437	504332	504862	-	176	COG1765O	OsmC family protein
453435	197295282	BCAS0438	504923	505993	-	356	COG1879G	putative transport system protein
453436	197295283	BCAS0439	506161	507195	-	344	COG1172G	putative transport system protein
453436	197295284	BCAS0440	507219	508757	-	512	COG1129G	ABC transporter ATP-binding protein
453437	197295285	BCAS0441	508884	510266	-	460	COG2141C	hypothetical protein
453437	197295286	BCAS0442	510293	511060	-	255	COG4160E	putative binding-protein-dependent transport system protein
453437	197295287	BCAS0443	511057	511791	-	244	COG4215E	putative binding-protein-dependent transport system protein
453437	197295288	BCAS0444	511796	512587	-	263	COG0834ET	periplasmic solute-binding protein
453438	197295290	BCAS0446	514470	515558	+	362	COG2141C	putative luciferase-like monooxygenase
453438	197295291	BCAS0447	515555	516130	+	191	COG1246E	putative GNAT family acetyltransferase
453439	197295292	BCAS0448	516208	517848	+	546	COG0747E	putative periplasmic solute-binding protein
453439	197295293	BCAS0449	517910	518920	+	336	COG0601EP	putative binding-protein-dependent transport system protein
453439	197295294	BCAS0450	518933	519802	+	289	COG1173EP	putative binding-protein-dependent transport system protein
453439	197295295	BCAS0451	519799	521478	+	559	COG1123R	ABC transporter ATP-binding protein
453440	197295296	BCAS0452	521590	521802	-	70	-	hypothetical protein
453440	197295297	BCAS0453	521799	522176	-	125	-	hypothetical protein
453441	197295300	BCAS0456	523486	524322	-	278	COG0421E	hypothetical protein
453441	197295301	BCAS0457	524390	524731	-	113	COG2824P	alkylphosphonate uptake protein
453442	197295302	BCAS0458	525107	525358	+	83	COG1925G	putative phosphocarrier protein
453442	197295303	BCAS0459	525424	525645	+	73	-	hypothetical protein
453443	197295307	BCAS0463	530474	531376	+	300	COG2510S	hypothetical protein
453443	197295308	BCAS0464	531373	532668	+	431	COG4573G	putative tagose-1,6-bisphosphate aldolase
453443	197295309	BCAS0465	532691	533872	+	393	COG2222M	putative tagatose-6-phosphate ketose/aldose isomerase
453443	197295310	BCAS0466	533869	534843	+	324	COG2971G	putative N-acetylglucosamine kinase
453443	197295311	BCAS0467	534878	535690	+	270	COG1349KG	DeoR family regulatory protein
453443	197295312	BCAS0468	535723	536262	+	179	COG1670J	putative GNAT family acetyltransferase
453444	197295313	BCAS0468a	536285	536506	-	73	-	hypothetical protein
453444	197295314	BCAS0469	536530	536862	-	110	-	hypothetical protein
453445	197295316	BCAS0471	538229	539830	-	533	COG1538MU	outer membrane efflux protein
453445	197295317	BCAS0472	539880	541472	-	530	COG2814G	putative multidrug resistance transporter protein
453445	197295318	BCAS0473	541558	542946	-	462	COG1566V	efflux system transport protein
453446	197295324	BCAS0480	546727	547110	-	127	COG3544S	hypothetical protein
453446	197295325	BCAS0481	547202	548782	-	526	COG2303E	FAD flavoprotein oxidoreductase
453446	197295326	BCAS0482	548859	549524	-	221	-	hypothetical protein
453446	197295327	BCAS0483	549521	550372	-	283	-	hypothetical protein
453446	197295328	BCAS0484	550392	551492	-	366	COG4948MR	putative mandelate racemase
453447	197295330	BCAS0486	553497	555275	-	592	COG3387G	putative glycosyl hydrolase
453447	197295331	BCAS0487	555281	556264	-	327	COG0300R	short chain dehydrogenase
453448	197295332	BCAS0488	556557	557618	+	353	COG1622C	putative cytochrome c oxidase polypeptide II precursor
453448	197295333	BCAS0489	557632	560271	+	879	COG0843C	putative cytochrome c oxidase subunit I
453448	197295334	BCAS0490	560268	560669	+	133	-	hypothetical protein
453448	197295335	BCAS0491	560684	562243	+	519	COG2010C	cytochrome c family protein
453449	197295337	BCAS0494	563592	564614	-	340	COG1018C	benzoate 1,2-dioxygenase electron transfer component
453449	197295338	BCAS0495	564654	565142	-	162	COG5517Q	benzoate 1,2-dioxygenase beta subunit
453449	197295339	BCAS0496	565139	566497	-	452	COG4638PR	benzoate 1,2-dioxygenase alpha subunit
453450	197295340	BCAS0497	566615	567556	-	313	COG3485Q	catechol 1,2-dioxygenase 2
453450	197295341	BCAS0498	567608	568744	-	378	COG4948MR	muconate cycloisomerase I 2
453451	197295344	BCAS0501	570994	571293	-	99	-	hypothetical protein
453451	197295345	BCAS0502	571290	571850	-	186	COG0655R	putative flavodoxin protein
453452	197295348	BCAS0505a	574700	577057	-	785	-	hypothetical protein
453452	197295349	BCAS0506	577057	577638	-	193	COG4385R	putative phage tail protein gpI
453452	197295350	BCAS0507	577631	578782	-	383	COG3948R	putative phage baseplate assembly protein gpJ
453452	197295351	BCAS0508	578779	579132	-	117	COG3628R	putative phage baseplate protein gpW
453452	197295352	BCAS0509	579186	579788	-	200	COG4540R	putative phage baseplate assembly protein gpV
453452	197295353	BCAS0510	579785	580990	-	401	COG3500R	hypothetical protein
453452	197295354	BCAS0511	580978	581187	-	69	-	putative phage tail protein gpX
453452	197295355	BCAS0512	581187	582077	-	296	COG3499R	hypothetical protein
453452	197295356	BCAS0513	582079	584619	-	846	COG5283S	putative phage tail protein
453452	197295357	BCAS0514	584592	584978	-	128	-	hypothetical protein
453452	197295358	BCAS0515	584894	585097	-	67	-	putative Lambda G-pre-tape measure frameshift protein
453452	197295359	BCAS0516	585024	585353	-	109	-	hypothetical protein
453453	197295360	BCAS0517	585475	585999	-	174	COG3498R	putative phage tail tube protein
453453	197295361	BCAS0518	586002	587435	-	477	COG3497R	putative phage tail sheath protein
453453	197295362	BCAS0519	587439	587684	-	81	-	hypothetical protein
453453	197295363	BCAS0520	587681	588145	-	154	-	hypothetical protein
453453	197295364	BCAS0521	588145	588597	-	150	COG4387S	hypothetical protein
453453	197295365	BCAS0522	588599	588931	-	110	-	hypothetical protein
453453	197295366	BCAS0523	589006	589929	-	307	-	hypothetical protein
453454	197295368	BCAS0525	591308	591835	-	175	COG5005R	putative phage Mu G virion morphogenesis protein
453454	197295369	BCAS0526	591832	592668	-	278	COG2369S	phage Mu F virion morphogenesis protein
453454	197295370	BCAS0527	592661	594136	-	491	COG4383S	hypothetical protein
453454	197295371	BCAS0528	594133	595635	-	500	COG4373R	putative phage portal protein
453454	197295372	BCAS0529	595632	596177	-	181	-	hypothetical protein
453454	197295373	BCAS0530	596179	596511	-	110	-	hypothetical protein
453454	197295374	BCAS0531	596508	596846	-	112	-	putative phage membrane protein
453454	197295375	BCAS0532	596843	597442	-	199	-	putative phage protein Rz
453454	197295376	BCAS0532a	596881	597135	-	84	-	putative proline-rich protein Rz1
453455	197295377	BCAS0533	597439	598050	-	203	COG4623M	putative soluble lytic murein transglycosylase
453455	197295378	BCAS0534	598053	598400	-	115	-	holin
453456	197295379	BCAS0535	598467	598691	-	74	-	hypothetical protein
453456	197295380	BCAS0536	598756	599292	-	178	-	putative phage membrane protein
453456	197295381	BCAS0537	599273	599461	-	62	-	hypothetical protein
453456	197295382	BCAS0538	599534	600316	-	260	-	putative phage membrane protein
453457	197295384	BCAS0540	600857	601099	+	80	-	hypothetical protein
453457	197295385	BCAS0540a	600985	601317	+	110	-	hypothetical protein
453458	197295388	BCAS0542	601505	601984	+	159	-	hypothetical protein
453458	197295389	BCAS0543	601981	602283	+	100	COG1414K	putative phage transcriptional regulator
453458	197295390	BCAS0544	602294	602506	+	70	-	hypothetical protein
453458	197295391	BCAS0545	602517	603470	+	317	-	hypothetical protein
453458	197295392	BCAS0546	603488	605287	+	599	-	Tn552/IS1604 rve transposase
453458	197295393	BCAS0547	605284	606498	+	404	COG3267U	putative DNA-binding phage protein
453458	197295394	BCAS0548	606500	606829	+	109	-	hypothetical protein
453458	197295395	BCAS0549	606865	607287	+	140	-	hypothetical protein
453459	197295398	BCAS0552	608457	608798	+	113	-	single-stranded DNA binding protein
453459	197295399	BCAS0553	608782	609222	+	146	COG4382S	Mu gp16 gemA
453459	197295400	BCAS0554	609219	609590	+	123	COG5566S	Mu protein C/ Mor gp17 transcription regulator
453460	197295404	BCAS0559	615636	617093	-	485	-	hypothetical protein
453460	197295405	BCAS0560	617108	618061	-	317	-	hypothetical protein
453461	197295406	BCAS0561	618212	618508	-	98	-	hypothetical protein
453461	197295407	BCAS0562	618510	620399	-	629	COG1574R	amidohydrolase family protein
453461	197295408	BCAS0564	620419	620586	-	55	COG4317S	hypothetical protein
453462	197295411	BCAS0568	622794	623531	-	245	COG3619S	hypothetical protein
453462	197295412	BCAS0569	623513	623749	-	78	COG4317S	hypothetical protein
453463	197295413	BCAS0570	624053	624928	+	291	COG0596R	putative alpha/beta hydrolase fold protein
453463	197295414	BCAS0571	624970	626112	+	380	COG0654HC	hypothetical protein
453464	197295415	BCAS0572	626040	626309	-	89	-	hypothetical protein
453464	197295416	BCAS0573	626306	626584	-	92	-	hypothetical protein
453465	197295417	BCAS0574	626758	627507	-	249	COG1126E	amino acid ABC transporter ATP-binding protein
453465	197295418	BCAS0575	627494	628144	-	216	COG0765E	putative binding-protein-dependent transport system protein
453465	197295419	BCAS0576	628141	628827	-	228	COG0765E	putative binding-protein-dependent transport system protein
453466	197295423	BCAS0580	632243	632641	-	132	COG5611R	hypothetical protein
453466	197295424	BCAS0581	632638	632883	-	81	COG2002K	putative transcriptional regulatory protein
453467	197295425	BCAS0582	633092	636331	+	1079	COG0841V	RND family efflux system transporter protein
453467	197295426	BCAS0583	636385	637803	+	472	COG0845M	efflux system transport protein
453467	197295427	BCAS0584	637835	639376	+	513	COG1538MU	efflux system outer membrane protein
453468	197295428	BCAS0585	639354	640814	-	486	COG0642T	two-component regulatory system, sensor kinase protein
453468	197295429	BCAS0586	640811	641488	-	225	COG0745TK	two-component regulatory system, response regulator protein
453469	197295430	BCAS0589	642654	643931	-	425	COG0642T	two-component regulatory system, sensor kinase protein
453469	197295431	BCAS0590	643915	644664	-	249	COG0745TK	two-component regulatory system, response regulator protein
453470	197295432	BCAS0591	645029	646246	+	405	COG0845M	efflux system transport protein
453470	197295433	BCAS0592	646259	649456	+	1065	COG0841V	RND family efflux system transporter protein
453470	197295434	BCAS0593	649453	650880	+	475	COG1538MU	efflux system outer membrane protein
453471	197295435	BCAS0594	651239	652165	+	308	COG0524G	putative ribokinase
453471	197295436	BCAS0595	652206	653579	+	457	COG0738G	putative sugar efflux transporter
453471	197295437	BCAS0596	653582	654634	+	350	-	hypothetical protein
453472	197295442	BCAS0601	658707	659684	-	325	COG2607R	hypothetical protein
453472	197295443	BCAS0602	659681	660589	-	302	-	hypothetical protein
453473	197295445	BCAS0604	661495	661980	-	161	COG5500S	hypothetical protein
453473	197295446	BCAS0605	661983	662807	-	274	COG0702MG	NmrA-like family protein
453474	197295448	BCAS0607	663639	664493	-	284	COG1250I	3-hydroxybutyryl-CoA dehydrogenase
453474	197295449	BCAS0608	664532	665725	-	397	COG0183I	beta-ketothiolase
453474	197295450	BCAS0609	665775	667448	-	557	COG0644C	putative electron transfer flavoprotein-ubiquinone oxidoreductase
453474	197295451	BCAS0610	667485	669275	-	596	COG1960I	putative acyl-CoA dehydrogenase
453475	197295452	BCAS0611	669479	670006	+	175	COG2963L	putative transposase
453475	197295453	BCAS0612	670006	670842	+	278	COG2801L	putative integrase
453476	197295460	BCAS0619	678400	679911	-	503	COG2205T	two-component regulatory system, sensor kinase protein
453476	197295461	BCAS0620	679911	680630	-	239	COG0745TK	two-component regulatory system, response regulator protein
453477	197295469	BCAS0628	687780	688382	+	200	COG1309K	TetR family regulatory protein
453477	197295470	BCAS0629	688446	688961	+	171	-	putative lipoprotein
453478	197295478	BCAS0637	699902	701524	-	540	COG0459O	chaperonin GroEL
453478	197295479	BCAS0638	701605	701922	-	105	COG0234O	10 kDa chaperonin 3
453479	197295488	BCAS0653	714618	715646	+	342	COG4584L	putative transposase
453479	197295489	BCAS0654	715643	716416	+	257	COG1484L	putative IstB-like ATP binding protein
453480	197295493	BCAS0660B	720082	720291	+	69	-	hypothetical protein
453480	197295494	BCAS0660C	720304	720507	+	67	-	hypothetical protein
453481	197295496	BCAS0661A	721194	722465	-	423	-	hypothetical protein
453481	197295497	BCAS0661B	722533	723135	-	200	-	hypothetical protein
453482	197295499	BCAS0662	723823	724347	-	174	-	hypothetical protein
453482	197295500	BCAS0663	724357	728604	-	1415	COG3209M	RHS-family protein
453482	197295501	BCAS0664	728626	729084	-	152	COG5435S	hypothetical protein
453482	197295502	BCAS0665	729150	729593	-	147	-	hypothetical protein
453482	197295503	BCAS0666	729637	730506	-	289	COG0666R	putative ankyrin-repeat exported protein
453482	197295504	BCAS0667	730506	733505	-	999	COG3501S	hypothetical protein
453483	197295511	BCAS0674	742337	743050	-	237	-	hypothetical protein
453483	197295512	BCAS0675	743063	743749	-	228	-	hypothetical protein
453483	197295513	BCAS0676	743760	744548	-	262	-	hypothetical protein
453484	197295517	BCAS0679A	747059	747586	-	175	-	hypothetical protein
453484	197295518	BCAS0680	747564	748433	-	289	-	putative TniB-like transposition protein
453485	197295525	BCAS0691	757279	757647	+	122	COG1380R	putative LrgA family membrane protein
453485	197295526	BCAS0692	757637	758356	+	239	COG1346M	putative LrgB family membrane protein
453486	197295531	BCAS0698	761709	762716	+	335	COG0604CR	putative alcohol dehydrogenase
453486	197295532	BCAS0699	762778	764001	+	407	COG3386G	hypothetical protein
453486	197295533	BCAS0700	764038	764691	+	217	COG0778C	dihydropteridine reductase
453486	197295534	BCAS0701	764764	765684	+	306	COG0697GER	hypothetical protein
453486	197295535	BCAS0702	765712	766473	+	253	COG2113E	putative substrate-binding transporter protein
453487	197295536	BCAS0703	766710	767510	+	266	COG0300R	putative short-chain dehydrogenase
453487	197295537	BCAS0704	767567	768328	+	253	COG3967M	putative short-chain dehydrogenase/oxidoreductase
453487	197295538	BCAS0705	768371	769735	+	454	COG1249C	putative pyridine nucleotide-disulphide oxidoreductase
453488	197295540	BCAS0707	771602	772246	-	214	COG4566T	two-component regulatory system, response regulator protein
453488	197295541	BCAS0708	772243	774141	-	632	COG4191T	two-component regulatory system, sensor kinase protein
453489	197295551	BCAS0721	790842	791741	-	299	-	hypothetical protein
453489	197295552	BCAS0722	791751	792713	-	320	COG3621R	putative patatin-like phospholipase
453490	197295554	BCAS0724	794956	795486	+	176	COG0229O	peptide methionine sulfoxide reductase family protein
453490	197295555	BCAS0725	795518	797377	+	619	COG0785O	putative cytochrome c biogenesis protein
453491	197295558	BCAS0728	799569	799958	-	129	COG0295F	cytidine deaminase
453491	197295559	BCAS0729	799984	801300	-	438	COG0213F	thymidine phosphorylase
453492	197295561	BCAS0731	802857	804314	-	485	COG0044F	phenylhydantoinase
453492	197295562	BCAS0732	804380	805888	-	502	COG1953FH	putative cytosine/purines, uracil, thiamine, allantoin permease
453492	197295563	BCAS0733	805991	807307	-	438	COG0167F	dihydropyrimidine dehydrogenase
453492	197295564	BCAS0734	807363	808700	-	445	COG0493ER	putative oxidoreductase
453493	197295567	BCAS0737	811231	812421	-	396	COG0183I	putative acetyl-CoA acetyltransferase
453493	197295568	BCAS0738	812440	813207	-	255	COG1028IQR	putative short-chain dehydrogenase family protein
453493	197295569	BCAS0739	813221	814888	-	555	COG0365I	putative acetyl-CoA synthetase
453494	197295571	BCAS0741	816212	816811	+	199	-	hypothetical protein
453494	197295572	BCAS0742	816867	817238	+	123	-	hypothetical protein
453495	197295575	BCAS0745	824488	825165	-	225	-	hypothetical protein
453495	197295576	BCAS0746	825173	825697	-	174	COG0317TK	putative metal dependent phosphohydrolase
453496	197295577	BCAS0747	825816	829286	-	1156	COG4717S	hypothetical protein
453496	197295578	BCAS0748	829290	830540	-	416	COG0420L	putative calcineurin-like phosphoesterase family protein
453497	197295583	BCAS0753	836173	837297	+	374	-	hypothetical protein
453497	197295584	BCAS0754	837356	838711	+	451	COG2233F	putative permease
453498	197295587	BCAS0757	840558	841037	-	159	COG5654S	hypothetical protein
453498	197295588	BCAS0758	841034	841489	-	151	COG5642S	hypothetical protein
453499	197295594	BCAS0764	859513	861015	-	500	COG1538MU	multidrug efflux system outer membrane protein
